scenario,part,trial,seed,n_decodes
S1,2,31,917402150,1
S1,2,32,85388902,1
S1,2,33,428551271,1
S1,2,34,1539922931,2
S1,2,35,3823008,1
S1,2,36,175166380,1
S1,2,37,1056265306,1
S1,2,38,13329313,1
S1,2,39,1318746862,2
S1,2,40,361939673,3
S1,2,41,914884299,1
S1,2,42,2130872694,3
S1,2,43,314437444,1
S1,2,44,1517062131,1
S1,2,45,153876766,1
S1,2,46,692344578,1
S1,2,47,2006009627,1
S1,2,48,1134244434,2
S1,2,49,1080249590,2
S1,2,50,820669343,1
S1,2,51,1822957359,1
S1,2,52,1425268069,1
S1,2,53,1389416874,1
S1,2,54,926664866,1
S1,2,55,722395990,1
S1,2,56,830144808,1
S1,2,57,454033618,1
S1,2,58,1124923095,1
S1,2,59,1502232897,1
S1,2,60,1492339472,1
