scenario,part,trial,seed,message,freq_hz,dt_s,reported_snr_db,signal_db,local_noise_db,reconstructed_snr_db
S1,4,2,2116022063,CQ Q1ABC FN42,1500,0.4,1,-29.253,-57,1.247
S1,4,3,1669976150,CQ Q1ABC FN42,1500,0.32,1,-29.506,-57,0.994
S1,4,3,1669976150,763UQR <RDCT69> AR26,1522,-1.04,-22,-52.813,-57,-22.313
S1,4,4,1105695724,CQ Q1ABC FN42,1500,0.32,1,-28.753,-56.5,1.247
S1,4,5,913604711,CQ Q1ABC FN42,1500,0.32,1,-30.247,-58,1.253
S1,4,6,1306648998,CQ Q1ABC FN42,1500,0.32,1,-29.62,-57.5,1.38
S1,4,7,431633508,CQ Q1ABC FN42,1500,0.4,1,-29.203,-57,1.297
S1,4,8,362086323,CQ Q1ABC FN42,1500,0.4,1,-29.209,-57,1.291
S1,4,9,797290067,CQ Q1ABC FN42,1500,0.32,1,-29.038,-57,1.462
S1,4,10,457564648,CQ Q1ABC FN42,1500,0.32,1,-29.804,-57.5,1.196
S1,4,11,676284104,CQ Q1ABC FN42,1500,0.32,1,-29.19,-57,1.31
S1,4,12,695452097,CQ Q1ABC FN42,1500,0.32,1,-28.69,-56.5,1.31
S1,4,13,479390624,CQ Q1ABC FN42,1500,0.32,1,-29.424,-57,1.076
S1,4,14,1531159989,CQ Q1ABC FN42,1500,0.4,1,-29.304,-57,1.196
S1,4,14,1531159989,CQ 2QRLH0CIR6E,2906,-1.36,-27,-57.214,-57,-26.714
S1,4,15,782549645,CQ Q1ABC FN42,1500,0.32,1,-30.006,-57.5,0.994
S1,4,15,782549645,CQ /QMJ52ZRQCI,1497,0.32,-15,-46.829,-58,-15.329
S1,4,16,609985544,CQ Q1ABC FN42,1500,0.32,1,-29.19,-57,1.31
S1,4,17,1895525119,CQ Q1ABC FN42,1500,0.32,1,-29.557,-57.5,1.443
S1,4,18,667898222,CQ Q1ABC FN42,1500,0.32,1,-29.082,-57,1.418
S1,4,19,466710596,CQ Q1ABC FN42,1500,0.32,1,-29.481,-57,1.019
S1,4,20,673188258,CQ Q1ABC FN42,1500,0.32,1,-29.215,-57,1.285
S1,4,21,1683126998,CQ Q1ABC FN42,1500,0.32,1,-29.576,-57.5,1.424
S1,4,22,1125883476,CQ Q1ABC FN42,1500,0.32,1,-29.956,-57.5,1.044
S1,4,23,216347582,CQ Q1ABC FN42,1500,0.32,1,-28.873,-56.5,1.127
S1,4,24,706327463,CQ Q1ABC FN42,1500,0.4,1,-29.07,-56.5,0.93
S1,5,0,528655056,CQ Q1ABC FN42,1500,0.32,5,-26.981,-58,4.519
S1,5,1,108725431,CQ Q1ABC FN42,1500,0.4,5,-26.93,-58,4.57
S1,5,2,2006277236,CQ Q1ABC FN42,1500,0.4,4,-26.684,-57.5,4.316
S1,5,3,1577793700,CQ Q1ABC FN42,1500,0.4,5,-26.43,-57.5,4.57
S1,5,4,572985570,CQ Q1ABC FN42,1500,0.32,5,-26.392,-57.5,4.608
S1,5,5,568887930,CQ Q1ABC FN42,1500,0.32,4,-26.646,-57.5,4.354
S1,5,6,1559530927,CQ Q1ABC FN42,1500,0.32,5,-26.987,-58,4.513
S1,5,7,2027934931,CQ Q1ABC FN42,1500,0.4,4,-26.525,-57.5,4.475
S1,5,8,1358551141,CQ Q1ABC FN42,1500,0.32,5,-26,-57,4.5
S1,5,9,1978344609,CQ Q1ABC FN42,1500,0.32,4,-26.133,-57,4.367
S1,5,10,1466198293,CQ Q1ABC FN42,1500,0.32,4,-26.291,-57,4.209
S1,5,11,1800542655,CQ Q1ABC FN42,1500,0.32,5,-26.449,-57.5,4.551
S1,5,12,1406138911,CQ Q1ABC FN42,1500,0.32,5,-25.956,-57,4.544
S1,5,13,1370585115,CQ Q1ABC FN42,1500,0.32,4,-26.418,-57,4.082
S1,5,14,1721797273,CQ Q1ABC FN42,1500,0.4,4,-26.563,-57.5,4.437
S1,5,15,37176085,CQ Q1ABC FN42,1500,0.32,4,-26.405,-57,4.095
S1,5,16,1497161231,CQ Q1ABC FN42,1500,0.32,4,-26.07,-57,4.43
S1,5,17,451944933,CQ Q1ABC FN42,1500,0.32,4,-26.557,-57.5,4.443
S1,5,18,549090246,CQ Q1ABC FN42,1500,0.32,5,-25.88,-57,4.62
S1,5,19,1120951027,CQ Q1ABC FN42,1500,0.32,4,-26.62,-57.5,4.38
S1,5,20,1198085450,CQ Q1ABC FN42,1500,0.32,4,-26.354,-57,4.146
S1,5,21,294501413,CQ Q1ABC FN42,1500,0.32,4,-26.905,-57.5,4.095
S1,5,21,294501413,<...> <...> R AN15,1334,0.96,-27,-57.209,-57,-26.709
S1,5,22,1655973408,CQ Q1ABC FN42,1500,0.32,4,-26.247,-57,4.253
S1,5,23,1553313410,CQ Q1ABC FN42,1500,0.32,4,-26.234,-57,4.266
S1,5,24,878231522,CQ Q1ABC FN42,1500,0.32,4,-26.228,-57,4.272
S1,6,0,147152921,CQ Q1ABC FN42,1500,0.4,8,-23.405,-57.5,7.595
S1,6,1,1953053430,CQ Q1ABC FN42,1500,0.32,8,-23.304,-57.5,7.696
S1,6,1,1953053430,CQ 28XYR4OQU6E,1497,0.4,-9,-39.652,-57.5,-8.652
S1,6,2,147567551,CQ Q1ABC FN42,1500,0.4,7,-23.658,-57.5,7.342
S1,6,3,819374430,CQ Q1ABC FN42,1500,0.32,8,-23.962,-58,7.538
S1,6,4,190834757,CQ Q1ABC FN42,1500,0.32,7,-23.532,-57.5,7.468
S1,6,5,1304035244,CQ Q1ABC FN42,1500,0.32,7,-24.399,-58,7.101
S1,6,5,1304035244,C73BJW/R <RDCT67>/R R MB78,1650,-0.96,-27,-58.863,-58,-27.363
S1,6,6,137731585,CQ Q1ABC FN42,1500,0.32,7,-23.715,-57.5,7.285
S1,6,7,825037210,CQ Q1ABC FN42,1500,0.4,7,-24.063,-58,7.437
S1,6,7,825037210,CQ 1DEW/<RDCT68>,1600,2.88,-27,-58.107,-57.5,-27.107
S1,6,8,1420529664,CQ Q1ABC FN42,1500,0.32,8,-24.494,-58.5,7.506
S1,6,9,1668132250,CQ Q1ABC FN42,1500,0.32,7,-23.62,-57.5,7.38
S1,6,9,1668132250,CQ A9VVB5VGPNO,1497,0.4,-8,-39.348,-57.5,-8.348
S1,6,10,922674884,CQ Q1ABC FN42,1500,0.4,7,-24.038,-58,7.462
S1,6,11,1045884135,CQ Q1ABC FN42,1500,0.32,7,-23.639,-57.5,7.361
S1,6,12,490889928,CQ Q1ABC FN42,1500,0.32,8,-24.487,-58.5,7.513
S1,6,13,573064794,CQ Q1ABC FN42,1500,0.32,7,-23.582,-57.5,7.418
S1,6,14,1642203415,CQ Q1ABC FN42,1500,0.4,7,-24.203,-58,7.297
S1,6,15,528962973,CQ Q1ABC FN42,1500,0.32,7,-24.19,-58,7.31
S1,6,16,1595532769,CQ Q1ABC FN42,1500,0.4,7,-23.677,-57.5,7.323
S1,6,17,976951599,CQ Q1ABC FN42,1500,0.4,7,-23.709,-57.5,7.291
S1,6,18,1220093843,CQ Q1ABC FN42,1500,0.32,7,-24.753,-58.5,7.247
S1,6,19,105338387,CQ Q1ABC FN42,1500,0.4,7,-23.304,-57,7.196
S1,6,20,153689768,CQ Q1ABC FN42,1500,0.32,7,-23.076,-57,7.424
S1,6,20,153689768,<RDCT06>/P <RDCT35>/P MO31,1116,-1.2,-27,-57.415,-57,-26.915
S1,6,21,892783248,CQ Q1ABC FN42,1500,0.4,8,-23.462,-57.5,7.538
S1,6,22,114433241,CQ Q1ABC FN42,1500,0.32,7,-23.797,-57.5,7.203
S1,6,23,1961688456,CQ Q1ABC FN42,1500,0.32,7,-23.684,-57.5,7.316
S1,6,24,936800646,CQ Q1ABC FN42,1500,0.32,8,-23.975,-58,7.525
S1,7,0,1402667823,CQ Q1ABC FN42,1500,0.32,10,-21.108,-57.5,9.892
S1,7,1,1425587327,CQ Q1ABC FN42,1500,0.32,10,-22.291,-59,10.209
